# Nygaard Kirkwood HullRadSAS SAXS_weights
6.959056227787177029e+00 5.642765998840332031e+00 6.871000000000000441e+00 1.283500000000000027e-04
6.748093065960323322e+00 5.334671974182128906e+00 6.448999999999999844e+00 7.935000000000000430e-05
6.497249225892298696e+00 4.828453063964843750e+00 5.868999999999999773e+00 6.621700000000000654e-05
6.495838601458224559e+00 4.480862617492675781e+00 5.466000000000000192e+00 1.908399999999999889e-05
6.686073141215516102e+00 4.761196136474609375e+00 5.862000000000000099e+00 2.850799999999999878e-05
6.897884755695022463e+00 5.321589946746826172e+00 6.442000000000000171e+00 7.051899999999999347e-05
7.038492843069535709e+00 5.290468692779541016e+00 6.445000000000000284e+00 4.213299999999999793e-05
6.959462195149550112e+00 5.245247840881347656e+00 6.411999999999999922e+00 5.383299999999999772e-05
6.782337374813458553e+00 5.292461872100830078e+00 6.907000000000000028e+00 3.943899999999999966e-05
6.707289163389836162e+00 5.552696704864501953e+00 7.219000000000000306e+00 6.977799999999999498e-05
6.596969326954258861e+00 5.175111770629882812e+00 6.668000000000000149e+00 7.214200000000000148e-05
6.679336044558064955e+00 5.280664443969726562e+00 6.405999999999999694e+00 1.674500000000000044e-04
6.723365936055730074e+00 5.129652500152587891e+00 6.394000000000000128e+00 6.920399999999999675e-05
6.824444961008336641e+00 5.066468238830566406e+00 6.782000000000000028e+00 8.363800000000000119e-05
7.062835053918737671e+00 5.423284053802490234e+00 7.166000000000000369e+00 8.951899999999999452e-05
6.824383284024875707e+00 5.293037891387939453e+00 6.769999999999999574e+00 6.185100000000000125e-05
6.601723021981041661e+00 5.455592632293701172e+00 7.025999999999999801e+00 7.604400000000000580e-05
5.671492416123964375e+00 4.596342086791992188e+00 5.557000000000000384e+00 5.310900000000000261e-05
5.080267451382681543e+00 4.123960971832275391e+00 4.825000000000000178e+00 2.522499999999999989e-05
5.071407239569496461e+00 4.216888904571533203e+00 5.304999999999999716e+00 4.108299999999999951e-05
4.766426409007928910e+00 3.799150228500366211e+00 5.025999999999999801e+00 2.116000000000000069e-05
5.041845171070309384e+00 3.998645782470703125e+00 5.211999999999999744e+00 3.597999999999999772e-05
4.990999581235814553e+00 4.192276477813720703e+00 5.445000000000000284e+00 3.528199999999999864e-05
4.486743739501728001e+00 3.732119321823120117e+00 4.979000000000000092e+00 1.215000000000000056e-05
4.094657458517483306e+00 3.451314210891723633e+00 4.533000000000000362e+00 3.420599999999999911e-06
4.582479546664266046e+00 3.759412050247192383e+00 4.764000000000000234e+00 9.255200000000000766e-06
4.940989055051061563e+00 4.196464061737060547e+00 5.209999999999999964e+00 3.245699999999999773e-05
5.409579702949200097e+00 4.185265541076660156e+00 5.307999999999999829e+00 2.600100000000000059e-05
5.882978878953902147e+00 4.699411869049072266e+00 5.899000000000000021e+00 3.415600000000000298e-05
6.003661818534865802e+00 4.650754451751708984e+00 6.041999999999999815e+00 4.821600000000000050e-05
6.470568596462324074e+00 5.108791828155517578e+00 6.703000000000000291e+00 6.485399999999999943e-05
6.490021052617305664e+00 5.136513233184814453e+00 6.463000000000000078e+00 5.856900000000000116e-05
6.109722223430500421e+00 4.846523761749267578e+00 6.397000000000000242e+00 6.565800000000000054e-05
5.698317045118838742e+00 4.667170524597167969e+00 6.230000000000000426e+00 5.560099999999999841e-05
5.643599310352054310e+00 4.520080089569091797e+00 5.780000000000000249e+00 2.588500000000000035e-05
